Hour,Electricity Demand (kWh),Space Heating Demand (kWh),Space Cooling Demand (kWh),Domestic Hot Water Demand (kWh),Solar Irradiance (kW/m2),Wind Speed (m/s),Ambient Temperature (C)
2879,1.83,1.94,2.23,1.16,0.16,8.04,23.71
2880,1.67,3.73,1.76,1.05,0.22,3.96,18.92
2881,0.99,2.11,1.03,0.31,0.64,5.22,27.6
2882,1.09,1.72,1.47,0.28,0.4,12.73,30.68
2883,1.8,0.19,1.28,0.74,0.73,3.5,31.75
2884,1.74,0.6,0.34,0.85,0.22,10.34,20.44
2885,1.88,3.03,2.77,0.94,0.88,6.75,7.43
2886,1.76,3.83,1.52,1.03,0.21,7.65,-2.25
2887,0.69,1.53,0.13,0.83,0.03,5.53,3.78
2888,1,3.85,1.26,1.13,0.45,11.78,1.63
2889,0.94,1.31,1.26,0.35,0.12,0.07,3.01
2890,1.07,3.81,0.26,1.16,0.43,2.67,32.41
2891,0.94,2.44,0.59,1.01,0.97,5.38,14.84
2892,1.68,0.12,0.23,0.21,0.8,3.12,12.28
2893,1.55,0.31,0.48,0.81,0.46,8.19,4.08
2894,0.8,3.92,0.34,0.66,0.73,10.35,14.97
2895,0.77,1.22,2.71,0.53,0.43,8.83,34.51
2896,0.83,0.06,2.33,0.27,0,7.39,3.38
2897,0.97,0.31,2.62,1.47,0.8,10.37,6.42
2898,1.52,2.12,0.42,0.56,0.76,13.32,25.55
2899,1.05,0.91,2.01,0.8,0.92,10.31,32.15
2900,1.14,3.02,2.71,0.32,0.12,10.02,16.02
2901,0.56,3.54,2.86,1.24,0.81,13.89,25.92
2902,1.22,1.45,0.17,0.23,0.81,14.38,-4.36
2903,1.16,2.78,1.14,0.97,0.36,3.1,20.63
2904,1.53,2.9,1.09,0.56,0.4,4.93,-3.29
2905,0.8,1.89,0.56,0.65,0.42,0.18,34.6
2906,1.58,1.04,0.46,0.88,0.35,5.32,17.07
2907,1.58,3.03,1.11,0.81,0.58,10.86,1.45
2908,1.43,0.2,2.14,0.73,0.51,14.63,29.49
2909,1.04,0.33,2.19,1.01,0.58,0.2,23.66
2910,0.59,0.47,1.73,0.91,0.6,1.73,8.46
2911,0.86,1.27,2.36,0.63,0.69,7.88,-3.24
2912,1.9,1.19,2.11,0.45,0.29,1.63,20.9
2913,1.82,1.27,2.39,0.4,0.19,0.75,20.43
2914,0.8,0.39,2.92,0.25,0.53,6.66,7.5
2915,0.98,1.68,1.74,0.78,0.43,10.78,20.78
2916,0.51,1.93,2.3,0.43,0.71,5.03,1.78
2917,0.97,3.53,2.5,1.35,0.57,3.07,31.96
2918,1.7,3.72,2.74,0.75,0.69,5.19,9.62
2919,1.36,1.33,1.64,1.01,0.19,1.96,1.17
2920,1.8,3.85,2.76,0.61,0.99,5.33,29.59
2921,1.94,1.9,1.62,0.54,0.23,7.4,10.46
2922,0.83,3.36,2.08,1.26,0.4,1.11,22.16
2923,1.33,0.03,1.04,0.68,0.72,8.23,19.71
2924,1.63,0.33,2.96,0.32,0.03,7.64,1.77
2925,1.43,1.7,0.65,0.62,0.83,6.16,11.6
2926,0.89,1.58,0.77,0.35,0.58,9.33,28.14
2927,1.97,1.85,0.76,0.8,0.88,14.01,2.72
2928,1.51,1.06,1.26,0.58,0.54,4.88,14.86
2929,0.52,2.3,2.3,1.27,0.03,1.99,15.98
2930,1.27,2.96,2.95,0.28,0.49,11.09,30.34
2931,0.75,0.54,1.85,1.48,0.9,3.75,19.32
2932,1.58,2.19,1.85,1.23,0.26,10.87,29.67
2933,0.6,0.95,1.58,1.07,0.32,4.16,30.13
2934,1.01,3.55,2.71,0.27,0.03,1.72,12.53
2935,0.97,3.63,1,1.47,0.85,15,-1.39
2936,1.84,2.85,0.57,1.19,0.87,7.95,30.62
2937,1.81,0.67,0.69,0.79,0.16,11.15,2.2
2938,1.74,3.81,2.58,1.28,0.21,5.88,16.7
2939,1.62,2.96,0.51,0.64,0.53,13.62,0.08
2940,1.93,0.41,1.5,0.73,0.22,12.41,33.44
2941,0.79,2.32,0.97,1.07,0.21,12.45,-4.5
2942,1.73,2.47,0.55,1.4,0.4,11.97,8.16
2943,1.51,2.37,1.72,1.4,0.57,8.74,34.29
2944,1.55,2.14,2.57,0.51,0.03,7.23,2.1
2945,1.14,0.28,0.96,1.03,0.88,9.78,23.68
2946,1.48,0.78,0.36,1.35,0.72,4.12,20.38
2947,0.86,3.73,1.87,0.33,0.09,8.08,-4.52
2948,1.3,3.09,2.22,0.44,0.58,10.19,30.36
2949,1.96,2.26,1.68,1.22,0.13,1.38,-4.09
2950,1.53,2.34,0.35,0.93,0.68,11.34,23.37
2951,1.51,1.2,0.01,0.27,0.19,7.1,13.03
2952,0.85,1.29,0.26,0.89,0.24,14.26,-2.38
2953,1.76,0.52,2.77,1.4,0.84,14.24,13.85
2954,1.89,3.71,1.73,0.44,0.31,12.65,22
2955,0.66,2.62,1.12,0.29,0.84,6.37,-2.72
2956,1.18,1.08,0.55,1.43,0.76,10.8,31.36
2957,1.5,2.85,2.1,0.69,0.32,3.33,8.16
2958,1.83,3.41,2.29,1.21,0.69,4.33,2.87
2959,1.31,2.8,2.42,0.99,0.01,8.66,28.71
2960,1.13,1.12,0.06,0.44,0.57,11.08,11.54
2961,0.56,0.87,2.31,0.46,0.83,6.55,29.37
2962,1.33,0.43,0.48,1.17,0.84,11.83,7.08
2963,0.99,1.61,2.39,1.02,0.62,9.55,18.39
2964,1.99,3.7,0.45,0.22,0.35,4.75,34.05
2965,1.4,0.8,0.73,0.84,0.97,4.2,9.4
2966,0.82,1.92,2.33,1.39,0.99,11.83,15.04
2967,1.99,0.04,1.89,0.89,0.02,4.5,27.31
2968,1.39,3.38,0.1,0.24,0.16,3.19,20.34
2969,1.65,2.49,0.5,0.84,0.98,10.94,26.52
2970,1.95,1.28,0.69,0.26,0.99,0.97,9.25
2971,1.63,0.51,2.53,0.79,0.94,3.18,11.53
2972,1.92,2.52,1.84,1.16,0.08,12.73,-3.83
2973,1.04,2.15,0.55,0.37,0.66,8.14,27.09
2974,0.58,3.93,0.77,0.64,0.07,8.15,17.22
2975,1.95,1.88,1.36,0.46,0.47,12.87,17.41
2976,1.32,0.63,0.25,0.71,0.98,12.19,8.3
2977,1.66,3.39,1.24,0.39,0.87,11.79,30.79
2978,1.33,3.58,2.38,0.55,0.13,5.33,23.37
2979,1.64,0.41,1.19,0.37,0.54,2.97,-2.67
2980,0.59,3.31,2.36,0.74,0.14,8.19,25.56
2981,0.6,1.05,1.87,0.81,0.15,8.32,-3.36
2982,1.88,2.15,1.21,0.96,0.13,0.69,8.56
2983,1.15,2.37,2.68,1.18,0.1,6.3,13.23
2984,0.95,3.58,1.32,0.34,0.2,8.06,20.94
2985,1.87,0.63,2.2,1.33,0.92,7.3,21.96
2986,2,0.08,2.4,1.11,0.36,14.74,15.07
2987,1.42,2.39,2.75,0.34,0.85,3.18,8.11
2988,1.34,2.52,0.83,0.69,0.04,2.36,18.97
2989,1.88,3.86,0.6,0.69,0.59,13.23,22.35
2990,0.77,0.4,1.34,1.12,0.58,14.04,6.54
2991,1.45,1.63,2.63,0.39,0.92,12.91,18.85
2992,1.71,2.84,0.99,0.28,0.14,13.5,15.13
2993,1.61,2.22,0.82,0.23,0.76,7.47,-2.26
2994,1.62,3.82,0.11,1.33,0.79,13.3,28.89
2995,1.71,0.35,2.1,1,0.52,7.46,31.53
2996,0.82,0.58,2.1,0.23,0.23,5.82,19.3
2997,1.33,2.46,2.5,1.42,0.34,2.7,27.09
2998,0.66,2.52,1.49,0.34,0.54,11.45,18.74
2999,0.64,1.86,2.67,1.17,0.49,8.88,15.89
3000,1.73,2.96,0.26,1.31,0.7,5.47,20.94
3001,1.72,1.34,1.69,1.04,0.26,0.44,19.02
3002,0.77,1.1,1.43,0.29,0.3,10.06,23.29
3003,1.35,0.75,2.69,0.94,0.9,10.52,19.76
3004,0.56,2.43,2.72,0.79,0.74,1.17,33.91
3005,1.06,3.22,2.93,1.19,0.36,8.57,19.96
3006,0.72,0.12,1.06,0.55,0.72,5.74,11.63
3007,1.06,0.64,1.14,1.1,0.03,9.86,-3.09
3008,1.37,3.41,0.58,0.46,0.35,5.28,25.29
3009,1.71,0.09,2.23,1.12,0.14,10.92,-0.58
3010,1.27,0.18,2.5,0.54,0.29,1.97,17.18
3011,1.9,2.06,2.56,1.48,0.56,4,-4.65
3012,0.65,1.47,2.97,1.4,0.64,9.87,23.52
3013,1.31,3.08,1.69,0.86,0.96,12.17,2.37
3014,1.86,2.61,0.64,1.11,0.61,11.5,8.96
3015,0.85,0.75,1.8,1.26,0.3,6.74,24.57
3016,1.66,1.35,1.09,1.09,0.78,4.53,18.82
3017,0.88,0.35,1,1.26,0.39,6.28,3.34
3018,1.97,0.38,2.1,0.6,0.12,6.68,8.41
3019,1.64,3.93,0.61,0.36,0.61,1.73,12.88
3020,1.48,0.16,1.63,0.36,0.55,3.14,10.79
3021,1.81,0.73,0.42,1.04,0.03,3.23,20.08
3022,1.38,1.59,2.67,0.81,0.19,4.07,11.83
3023,0.94,2.37,0.27,1.26,0.14,7.5,18.47
3024,0.98,3.81,2.8,0.28,0.43,3.66,4.96
3025,1.38,1.55,3,0.91,0.99,13.23,34.98
3026,1.29,0.74,0.71,0.41,0.76,13.73,25.95
3027,1.86,1.96,0.28,1.12,0.31,14.8,10.8
3028,1.31,3.09,0.09,0.62,0.95,2.48,33.73
3029,1.27,1.04,0.44,0.51,0.53,10.87,23.29
3030,1.17,0.68,2.75,0.21,0.84,13.21,13.15
3031,0.69,2.86,2.19,0.87,0.98,0.95,3.47
3032,0.68,2.08,0.28,0.98,0.81,12.33,18.19
3033,1.5,2.73,2.88,1.11,0.83,8.84,8.47
3034,1.19,1.46,1.96,1.48,0.95,4.53,-3.28
3035,1.32,3.26,2.79,0.94,0.22,8.79,8.69
3036,1.89,1.7,2.14,1.05,0.85,8.06,-4.23
3037,1.67,2.63,1.13,0.97,0.17,11.38,16.41
3038,1.07,1.53,0.2,1.09,0.56,3,-2.79
3039,1.67,2.27,0.05,1.4,0.11,3.15,-1.43
3040,1.96,2.26,1.83,1.46,0.33,1.28,32.56
3041,0.75,3.19,1.51,0.96,0.15,8.78,18.37
3042,1.85,0.39,1.74,0.97,0.83,10.89,31.33
3043,1.03,0.9,2.89,1.28,0.61,7.44,-2.13
3044,1.6,1.17,2.71,0.22,0.2,8.22,34.5
3045,1.52,2.03,1.07,0.45,0.86,4.51,25.56
3046,1.56,3.63,0.96,0.43,0.64,6.75,27.61
3047,1.84,3.2,0.85,0.29,0.08,12.97,31.46
3048,1.45,3.35,2.82,0.67,0.32,12.9,32.61
3049,0.79,1.38,2.72,1.18,0.13,12.42,23.59
3050,1.5,1.34,2.81,0.97,0.09,1.85,19.43
3051,1.01,2.79,0.7,0.55,0.68,14.6,-0.09
3052,1.93,3.43,1.41,1.36,0.13,1.24,-0.67
3053,0.97,3.83,1.07,0.61,0.15,14.55,7.27
3054,0.86,1.45,0.97,0.88,0.78,10.34,11.49
3055,0.52,2.51,0.29,0.26,0.92,13.47,34.58
3056,1.79,2.81,2.52,1.29,0.26,10.8,20.64
3057,1.87,3.61,0.89,1.47,0.95,11.78,20.89
3058,0.6,2.95,1.05,1.36,0.28,13.69,16.96
3059,1.12,1.7,1.82,0.73,0.36,13.82,0.18
3060,1.13,3.07,2.78,0.4,0.65,3.93,16.85
3061,1.7,1.8,2.17,0.59,0.74,14.99,5.51
3062,1.02,3.96,1.93,1.39,0.99,8.72,17.69
3063,1.02,1.46,0.29,1.47,0.77,13.66,6.87
3064,1,0.29,1.87,0.28,0.44,4.68,15.58
3065,1.14,2.84,0.8,0.37,0.11,5.57,19.98
3066,1.46,1.19,1.92,1.27,0.63,3.75,13.66
3067,1.95,2.82,0.98,0.42,0.84,13.33,-4.23
3068,1.29,0.3,0.23,0.7,0.83,10.11,1.45
3069,1.08,3.95,2.53,0.25,0.72,0.8,19.39
3070,0.53,3.18,1.66,0.47,0.76,4.76,3.16
3071,0.74,2.75,0.84,0.43,0.13,1.56,3.17
3072,1.92,2.57,1.07,1.26,0.13,5.98,22.6
3073,0.89,0.56,1.85,0.28,0.58,12.97,11.97
3074,0.8,0.58,2.04,0.97,0.06,6.3,24.01
3075,0.76,0.31,1.46,0.96,0.18,0.65,-1.47
3076,1.38,3.05,1.58,1.43,0.73,4.87,26.3
3077,1.09,2.85,0.32,0.33,0.02,10.76,18.36
3078,1.38,3.46,0.44,1.03,0.16,7.17,16.01
3079,1.96,2.6,0.63,1.19,0.79,11.13,27.22
3080,0.61,1.58,1.59,0.21,0.92,11.17,32.92
3081,0.7,3.6,1.26,1.04,0.25,12.14,21.08
3082,1.36,2.47,1.71,0.35,0.51,11.98,0.32
3083,0.75,0.19,0.52,1.02,0.88,10.1,19.7
3084,1.5,3.59,2.9,0.57,0.81,8.79,-4.87
3085,1.72,3.49,1.85,0.34,0.85,1.29,8.14
3086,1.59,3.03,0.38,0.79,0.32,2.85,23.07
3087,0.98,3.71,1.11,1.01,0.29,12.85,29.86
3088,1.76,1.59,2.94,0.61,0.72,12.52,9.33
3089,1.27,3.38,2.9,0.89,0.52,8.01,4.74
3090,1.67,3.73,0.21,0.68,0.87,12.08,1.54
3091,1.94,3.16,2.49,1.42,0.74,4.25,14.41
3092,1.2,2.93,1.93,0.97,0.35,0.35,12.88
3093,1.2,1.43,0.56,0.62,0.83,5.72,14.87
3094,0.87,1.35,2.5,0.48,0.92,12.77,5.54
3095,0.68,3.59,1.92,0.95,0.12,0.7,13.78
3096,1.6,0.72,0.34,1.47,0.54,1.56,9.05
3097,1.62,0.17,2.54,0.82,0.57,5.39,34.39
3098,1.24,2.56,2.28,1.39,0.06,5.26,2.54
3099,1.64,1.35,0.02,0.89,0.01,7.91,-0.2
3100,0.87,2.92,0.76,1.25,0.18,7.75,27.51
3101,0.51,3.99,0.81,0.97,0.83,0.56,25.87
3102,0.55,0.87,1.38,0.96,0.64,8.17,27.73
3103,1.34,1.28,0.69,0.75,0.18,1.76,14.86
3104,0.58,2.39,2.48,1.09,0.61,10.58,3.76
3105,1.74,2.66,2.11,0.84,0.63,14.13,31.24
3106,1.57,3.97,0.09,1.3,0.47,14.94,26.75
3107,1.81,1.98,2.12,1.4,0.53,6.65,24.83
3108,1.53,0.88,2.85,0.84,0.69,9.72,-3.57
3109,0.59,3.53,1.48,0.54,0.9,8.01,14.44
3110,0.98,2.84,0.55,0.78,0.86,2.66,8.6
3111,1.04,2.48,2.64,1.12,0.71,7.11,8.76
3112,1.37,3.46,1.98,0.85,0.86,14.14,0.04
3113,1.94,0.31,1.28,0.72,0.63,7.77,30.33
3114,1.65,1.82,1.24,0.23,0.75,12.04,4.7
3115,0.88,3.56,0.85,0.44,0.88,8.72,-3.03
3116,0.65,0.33,0.32,1.29,0.88,7.33,13.37
3117,1.85,2.29,2.62,1.19,0.81,1.04,16.75
3118,1.37,1.24,2.95,0.31,0.55,14.13,9.26
3119,0.72,2.26,2.84,0.34,0.19,2.01,9.71
3120,1.75,0.38,0.51,1.41,0.84,10.91,10.73
3121,1.45,2.16,1.26,1.24,0.76,4.48,22.4
3122,1.83,2.05,0.88,0.73,0.77,4.69,5.27
3123,1.64,0.26,1.03,1.46,0.13,7.72,32.6
3124,1.28,0.94,0.97,1.46,0.86,6.98,10.26
3125,1.35,0.54,2.79,1.5,0.8,1.29,11.78
3126,1.28,1.9,2.84,0.69,0.4,2.44,0.9
3127,0.58,1.13,0.12,0.89,0.48,13.89,13.6
3128,1.9,2.07,1.61,1.05,0.95,6.4,22.86
3129,1.98,2.25,1.99,1.26,0.04,5.76,8.54
3130,0.96,0.03,0.74,0.45,0.13,7.65,2.7
3131,1.73,3.48,0.18,0.63,0.82,3.46,25.7
3132,2,0.59,0.23,0.66,0.61,1.36,18.8
3133,0.53,3.37,2.21,1.29,0.05,13.46,14.56
3134,0.98,2.18,1.1,0.82,0.7,2.06,10.43
3135,1.35,0.91,1.69,0.95,0.39,9.49,6.41
3136,1.09,3.12,0.95,1.22,0.46,10.49,-0.37
3137,1.95,2.58,2.44,1.03,0.23,0.13,5.64
3138,0.79,2.61,0.28,1.39,0.18,11.03,5.97
3139,1.09,1.24,0.05,0.4,0.43,14.75,8.43
3140,1.6,1.61,1.32,0.81,0.58,12.72,5.89
3141,1.7,2.14,1.21,0.7,0.22,5.96,-4.07
3142,0.65,1.48,0.05,1.26,0.45,0.22,6.77
3143,0.83,1.45,2.49,0.83,0.59,13.64,-4.63
3144,0.7,3.38,1.61,1.4,0.48,12.47,24.46
3145,1.25,3.85,2.52,0.56,0.47,14.09,2.6
3146,1.3,1.92,1.37,0.52,0.29,14.77,-0.21
3147,1.61,3.46,1.86,0.96,0.11,3.43,20.3
3148,1.81,3.2,0.08,0.26,0.95,4.11,32.96
3149,0.71,1.95,2.35,1.06,0.9,5.81,31.88
3150,1.3,2.65,0.19,1.2,0.93,1.28,17
3151,1.22,0.26,0.82,0.54,0.55,14.45,8.88
3152,1.84,2.57,1.41,0.66,0.26,11.2,3.81
3153,1.29,0.98,0.76,1.06,0.33,0.69,10.34
3154,0.85,3.75,0.18,0.92,0.6,10.22,-3.22
3155,1.89,2.67,2.11,1.02,0.71,2.02,18.44
3156,1.9,2.48,1.18,0.93,0.64,11.77,31.29
3157,0.69,3.62,2.22,0.85,0.18,9.88,21.61
3158,1.78,2.99,0.72,0.24,0.89,8.34,19.77
3159,1.76,1.67,1.42,0.68,0.61,5.03,6.39
3160,1.38,3.15,1.06,0.98,0.86,10.5,12.74
3161,1.21,3.72,1.31,1.24,0.62,4.32,33.14
3162,0.78,3.77,2.92,1.32,0.4,0.33,24.65
3163,0.82,1,1.2,0.67,0.09,13.73,-2.48
3164,0.89,2.19,1.54,1.11,0.3,1.67,2.51
3165,0.62,3.18,2.88,0.31,0.19,11.72,12.46
3166,1.57,3.92,0.15,0.67,0.96,5.57,28.59
3167,0.57,0.36,0.96,0.41,0.4,6.83,31.39
3168,0.64,3.09,0.61,0.81,0.9,3.8,8.16
3169,0.75,1.81,1.36,1.03,0.33,2.06,2.02
3170,1.53,3.37,0.36,1.42,0.12,0.72,-0.04
3171,0.67,3,1.38,1.3,0.81,0.24,-1.72
3172,0.77,1.8,0.87,0.41,0.47,8.7,1.41
3173,1.91,3.71,2.9,1.19,0.85,13.45,-1
3174,0.93,1.47,0.48,0.95,0.57,3.41,14.9
3175,1.54,1.58,1.39,1.27,0.1,1.16,25.34
3176,1.9,3.03,2.06,0.82,0.03,7.95,6.97
3177,0.56,1.06,1.81,0.46,0.16,7.48,15.56
3178,1.2,3.1,0.99,0.3,0.32,11,30.16
3179,1.3,3.19,0.8,0.55,0.41,2.95,31.79
3180,1.64,2.9,1.23,0.45,0.86,12.93,9.06
3181,1.95,1.5,0.21,0.99,0.88,1.01,24.31
3182,0.56,1.88,1.02,1.04,0.46,7.82,-2.14
3183,1.07,2.22,1.79,0.77,0.66,9.66,17.92
3184,1.15,0.51,2.97,0.79,0.13,3.53,18.67
3185,1.95,1.48,1.9,1.33,0.95,0.79,16.83
3186,1.64,0.65,2.84,0.39,0.34,1.35,1.6
3187,1.9,1.11,0.02,0.34,0.65,13.2,21.65
3188,0.7,3.6,2.32,0.29,0.55,0.01,4.25
3189,0.54,0.23,1.39,0.82,0.77,4.04,31.69
3190,1.96,2.22,1.85,1.22,0.99,14.69,-1.45
3191,1,1.74,1.07,1.07,0.44,5.69,22.04
3192,1.49,2.68,0.88,0.31,0.3,1.82,10.58
3193,0.74,3.85,1.05,0.86,0.1,0.85,8.22
3194,1.33,1.83,1.8,0.25,0.79,14.06,7.16
3195,1.91,2.02,1.85,0.37,0.31,13.2,9.87
3196,1.55,0.48,1.66,0.47,0.44,1.27,4.31
3197,1.18,3.65,1.22,0.76,0.96,8.81,28.71
3198,1.88,1.55,2.35,0.68,0.95,9.32,20.1
3199,0.69,0.17,2.39,1.09,0.69,10.51,24.55
3200,1.2,2.12,2.16,1.19,0.1,2.11,4.29
3201,1.36,3.38,0.52,1.38,0.45,2.67,3.4
3202,0.52,2.36,1.11,0.99,0.91,14.09,12.11
3203,0.53,2.39,2.73,0.54,0.5,9.5,23.33
3204,1.43,0.09,1.4,0.86,0.98,5.28,33.88
3205,1.48,3.88,1.57,1.03,0.19,12.81,9.72
3206,1.97,1.62,2.46,0.44,0.6,7.9,29.48
3207,0.97,0.57,2.82,0.74,0.19,1.66,32.26
3208,1.01,0.56,2.81,0.62,0.8,11.43,-4.72
3209,1.39,2.67,0.77,1.04,0.92,12.63,23.58
3210,1.61,1.73,0.22,0.32,0.06,0.72,12.11
3211,1.28,0.21,1.56,1.27,0.43,1.73,18.62
3212,1.43,0.34,2.09,0.32,0.04,3.38,16.14
3213,0.81,1.71,2.3,1.28,0.07,2.17,29.64
3214,1.57,3.18,2,0.38,0.37,10.59,2.45
3215,1.1,0.57,0.27,1.21,0.58,1.36,22.55
3216,1.37,0.46,1,1.33,0.85,1.43,5.05
3217,1.49,1.89,0.02,0.95,0.95,14.94,28.39
3218,0.51,2.1,2.38,1.38,0.27,8.16,29.93
3219,1.36,2.05,0.26,0.58,0.22,5.81,3.57
3220,1.91,2.01,1.8,0.64,0.16,5.09,9.22
3221,0.65,3.56,1.03,0.69,0.02,6.88,16.29
3222,0.66,1.57,1.38,1.45,0.54,3.92,-2.34
3223,0.8,0.13,0.88,0.29,0.53,13.95,15.22
3224,0.65,0.04,2.22,0.21,0.09,14.02,18.96
3225,1.78,1.61,0.99,0.27,0.02,14.46,31.41
3226,1.82,3.57,2.15,0.84,0.38,13.7,9.64
3227,1.21,2.85,1.15,0.49,0.08,14,4.61
3228,1.69,2.28,1.23,0.83,0.06,6.69,16.26
3229,0.96,2.81,1.64,0.89,0.49,4.18,27.68
3230,1.26,0.67,1.31,0.83,0.81,5.32,17.75
3231,1.31,1.2,1.77,0.78,0.67,11.42,29.59
3232,0.96,3.16,2.75,0.71,0.15,2.04,2.19
3233,1.38,0.04,1.09,0.62,0.66,0.07,29.84
3234,1.76,1.22,2.13,0.62,0.35,10.64,17.42
3235,1.92,3.81,2.62,0.47,0.09,7.71,6.32
3236,0.96,2.44,0.25,0.72,0.37,11.09,-1.37
3237,1.89,2.93,1.67,0.91,0.87,9.5,-1.93
3238,1.44,1.58,0.36,1.42,0.2,2.37,21.99
3239,1.4,0.41,2.36,1.14,0.49,9.78,32.98
3240,0.68,2.73,1.11,1.38,0.35,14.62,24
3241,1.57,1.7,1.53,0.48,0.8,8.81,24.54
3242,0.96,0.58,1.6,0.52,0.6,3.08,2.98
3243,1.14,3.59,1.75,0.59,0.41,2.71,7.54
3244,0.71,1.01,2.94,1.46,0.44,2.8,26.99
3245,0.85,1.39,1.54,0.89,0.9,10.55,15.03
3246,1.43,0.84,2.25,1.27,0.25,12.23,-4.02
3247,1.42,1.57,2.93,1.26,0.08,2.35,5.51
3248,1.19,2.44,2.29,1.35,0.85,14.72,30.22
3249,1.45,0.83,2.5,0.47,0.48,9.96,27.72
3250,1.8,1.44,0.13,0.87,0.05,5.64,2.44
3251,0.55,0.05,0.57,0.97,0.9,4.51,4.85
3252,0.81,0.64,2.04,0.87,0.63,11.22,32.75
3253,0.94,3.63,2.71,1.31,0.25,7.85,11.12
3254,1.37,2.54,0.19,1.42,0.7,5.33,0.61
3255,1.5,2.02,2.43,0.49,0.27,1.8,15.02
3256,1.33,2.06,0.56,0.28,0.39,9.14,13.86
3257,1.55,2.57,1.34,1.16,0.35,7.31,33.91
3258,1.17,0.84,2.53,0.86,0.75,10.75,20.82
3259,1.7,0.14,0.51,1.42,0.11,14.75,13.18
3260,0.61,1.64,1.97,1.12,0.28,6.75,9.8
3261,1.43,3.64,2.49,0.61,0.9,14.58,19.56
3262,0.56,2.04,1.88,0.89,0.88,0.62,16.31
3263,0.85,3.53,0.08,1.37,0.97,8.66,21.77
3264,0.59,0.5,1.97,1.3,0.03,12.41,16.97
3265,1.39,1.09,0.55,0.81,0.11,3.07,31.36
3266,0.82,2.56,0.54,0.49,0.97,7.75,-4.84
3267,0.64,0.09,1.17,0.34,0.29,12.27,17.4
3268,1.66,0.6,2.32,0.42,0.73,7.43,26.72
3269,0.5,0.44,0.29,0.77,0.95,8.78,-1.42
3270,1.32,2.07,1.46,1.13,0.83,0.94,-1.26
3271,1.88,3.53,2.67,0.42,0.39,13.04,-1.21
3272,1.68,0.01,1.45,1.09,0.62,0.12,32.67
3273,1.41,0.22,0.93,0.6,0.42,7.68,28.83
3274,0.65,2.66,0.84,1.01,0.31,7.12,-0.63
3275,1.69,1.47,2.96,0.83,0.74,1.27,21.04
3276,1,3.57,0.32,1.33,0.98,3.45,18.29
3277,0.73,2.15,1.24,1.4,0.45,10.9,0.36
3278,1.98,0.24,2.25,0.7,0.55,13.45,16.1
3279,0.64,0.03,0.92,0.68,0.43,2.52,-3.41
3280,1.58,1.76,2.53,1,0.98,14.39,-4.76
3281,1.03,1.59,1.85,0.58,0.73,2.69,6.56
3282,1.76,1.93,1.38,0.96,0.5,9.23,31.77
3283,1.32,1.72,2.78,0.74,0.76,9.77,17.42
3284,1.84,2.41,1.12,0.82,0.15,10.1,-3.74
3285,1.33,3.6,2.9,1.23,0.03,11.39,-3.61
3286,0.99,3.02,0.22,0.34,0.51,8.34,-0.21
3287,1.94,2.12,0.12,0.39,0.69,0.41,5.87
3288,1.18,2.11,0.25,0.35,0.1,7.95,1.11
3289,1.78,3.93,0.26,1.01,0.26,12.5,3.99
3290,1.76,3.77,0.7,1.33,0.98,8.65,1.32
3291,1.34,0.63,1.22,1.37,0.18,2.35,26.06
3292,1.25,2.55,2.43,0.88,0.16,3.08,11.18
3293,0.94,1.25,1.17,1.04,0.38,7.44,21.93
3294,1.34,0.8,0.38,1.1,1,1.83,7.27
3295,1.36,3.77,0.09,0.8,0.31,1.93,13.01
3296,0.86,0.34,1.67,1.05,0.2,8.63,19.38
3297,1.71,0.11,0.69,0.66,0.18,14.29,-2.28
3298,1.01,1.88,1.08,1.02,0.79,3.65,5.1
3299,1.63,2.14,0.73,0.85,0.84,7.01,33.53
3300,1.98,0.43,1.22,0.41,0.71,4.85,29.24
3301,1.99,3.79,2.92,1.3,0.88,11.02,32.14
3302,1.79,0.37,2.92,0.55,0.9,8.03,-3.4
3303,1.79,2.89,2.14,0.34,0.79,8.96,17.57
3304,1.71,1.46,0.71,1.28,0.65,7.98,6.1
3305,1.55,1.05,2.56,1.32,0.77,12.18,28.8
3306,0.78,0.84,0.03,0.26,0.96,2.71,18.88
3307,0.66,0.7,1.54,1.42,0.72,12.77,2.58
3308,1.36,2.11,2.63,0.29,0.74,1.79,-2.24
3309,1.51,0.18,1.26,0.47,0.34,9.06,23.08
3310,1.1,3.08,0.74,0.21,0.48,7.43,32.19
3311,1.92,0.93,1.88,0.22,0.96,5.83,7.82
3312,0.88,1.74,2.45,0.31,0.89,7.93,12.33
3313,0.88,0.32,2.01,1.35,0.15,3.91,24.32
3314,1.8,1.88,0.76,0.27,0.1,6.02,18.64
3315,1.26,2.51,0.38,1.17,0.45,0.54,19.74
3316,0.55,0.2,0.82,0.94,0.18,14.96,5.57
3317,0.79,3.47,0.43,1.22,0.96,1.36,-0.77
3318,1.35,1.19,2.88,1.28,0.75,12.43,13.88
3319,0.99,1.36,1.1,0.75,0.84,5.32,17.14
3320,1.23,0.66,2.9,0.4,0.66,11.03,25.81
3321,1.69,3.54,1.73,0.2,0.79,5.13,-1.84
3322,1.24,1.38,2.07,1.35,0.23,14.22,2.55
3323,1.2,1.19,2.73,0.91,0.99,2.21,4.07
3324,0.76,2.88,2.98,0.87,0.59,5.31,16.81
3325,0.72,1.26,2.85,1.16,0.34,14.68,11.5
3326,1.15,1.85,1.34,0.63,0.99,2.51,23.23
